manageNumber,variantId,skuInfo
smarttanpaku800_3-ss,smarttanpaku800_3-mat-yog-yog,フレーバー1:抹茶 フレーバー2:ヨーグルト フレーバー3:ヨーグルト
smarttanpaku800_3-ss,smarttanpaku800_3-caf-yog-mix,フレーバー1:カフェオレ フレーバー2:ヨーグルト フレーバー3:ミックスベリー
smarttanpaku800_3-ss,smarttanpaku800_3-mat-mix-mat,フレーバー1:抹茶 フレーバー2:ミックスベリー フレーバー3:抹茶
smarttanpaku800_3-ss,smarttanpaku800_3-mat-mix-mix,フレーバー1:抹茶 フレーバー2:ミックスベリー フレーバー3:ミックスベリー
smarttanpaku800_idenshi,mixberry-idenshi,フレーバー:ミックスベリー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi,choco-idenshi,フレーバー:チョコレート 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi,cafe-idenshi,フレーバー:カフェオレ 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi,mattcha-idenshi,フレーバー:抹茶 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi,yogurt-idenshi,フレーバー:ヨーグルト 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi_shaker,mixberry-shaker-idenshi,プロテインのフレーバー:ミックスベリー シェイカー:シェイカー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi_shaker,choco-shaker-idenshi,プロテインのフレーバー:チョコレート シェイカー:シェイカー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi_shaker,mattcha-shaker-idenshi,プロテインのフレーバー:抹茶 シェイカー:シェイカー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi_shaker,yogurt-shaker-idenshi,プロテインのフレーバー:ヨーグルト シェイカー:シェイカー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_idenshi_shaker,cafe-shaker-idenshi,プロテインのフレーバー:カフェオレ シェイカー:シェイカー 遺伝子検査キット:遺伝子検査キット
smarttanpaku800_teiki,pmixedberries18_teiki,フレーバー:ミックスベリー
smarttanpaku800_teiki,pchocolate20_teiki,フレーバー:チョコレート
smarttanpaku800_teiki,pcafeaulait21_teiki,フレーバー:カフェオレ
smarttanpaku800_teiki,pmattcha22_teiki,フレーバー:抹茶
smarttanpaku800_teiki,pyogurt19_teiki,フレーバー:ヨーグルト
smarttanpaku_1,pchocolate10_1,種類:チョコレート
smarttanpaku_1,pyogurt12_1,種類:ヨーグルト
smarttanpaku_trial,smarttanpaku_trial,
test-001,test-sku-01,種類:テストSKU-01
test-001,test-sku-02,種類:テストSKU-02
